Id,Score,Summary
1810,5,Great Chips - Love the Salt & Vinegar
1811,2,We really didn't like these!
1812,3,They're Okay.......
1813,5,Excellent 2 thumbs up !!!!
1814,3,Nothing special - Baked Lays taste better
1815,3,Cross between Pringles and a rice cake. The bonus is they're all natural
1816,2,Too strong of flavors
1817,3,If you're expecting full chip flavor reconsider getting another brand of chips.
1818,5,Great for losing weight!
1819,5,Good chips and not bad for you
1820,3,Over Priced - Cheaper at Costco
1821,3,Tasty but Salty
1822,3,Not as good as I was lead to believe
1823,5,GREAT CRUNCH SOLUTION!!!!!!!!!!!!!!
1824,4,"Pop Chips, yum!"
1825,5,Good but didn't receive what was ordered
1826,2,Popchips vs Baked Lays? Baked Lays taste MUCH better.
1827,3,weight?
1828,3,NOT worth the online order NOR is cheap $$$!
1829,5,Did not work for me
1830,3,good chips but....
1831,4,'Healthy chips'
1832,1,Not so great
1833,1,They Have Been Around Forever But You Did Not Know It
1834,1,Hidden sources of MSG in the ingredients
1835,2,get the salt and pepper box instead
1836,1,Awful
1837,1,"TASTE AVERAGE, INSANELY EXPENSIVE"
1838,3,Low calorie snack
1839,3,Not My Type of Potato Chips.
1840,2,too salty
1841,4,Satisfies the salty snack craving
1842,5,2 POINTS PLUS  on Weight Watchers
1843,4,So Good
1844,5,Melts In Your Mouth
1845,3,I only like the plain ones
1846,5,Ships to APO
1847,4,"Tasty, Crunchy, and Filling"
1848,5,Yum!
1849,5,"Low in Calories, High in Taste"
1850,4,zippy
1851,5,Buy them less from here!!! (While you can)
1852,5,delicious
1853,5,My new favorite chips!
1854,5,This picky eater loves them (most flavors)
1855,5,Pop Chips Rock!
1856,4,Great guiltless snack
1857,5,"Tasty potato chips, low in calories, great flavor"
1858,5,"Love, love, love these chips!!"
1859,5,"All the taste, but where's the fat?"
1860,3,"Not bad, but not impressive! .8 oz equals about 15 chips."
1861,5,Yummm!
1862,3,Not bad But not great
1863,5,pop chips rock
1864,5,I love these chips!
1865,5,Great Snack
1866,5,Yum!
1867,3,taste is perfect....
1868,4,Good Snack Choice
1869,5,Delicious and healthy chips!
1870,5,Popchips!
1871,4,pop chips
1872,3,popchips
1873,5,Popchips! My new favorite snack
1874,5,Great Chips
1875,5,"Low Calorie, Tasty Snack!"
1876,3,"healthy, texture good, flavor strange"
1877,5,"Great Taste, Crunchy"
1878,4,YUM
1879,4,love em! so does my big fat belly
1880,5,"New favorite munchies, found!"
1881,5,Treat of the Day
1882,5,Yummy!!!
1883,5,Pop Chips = Great!!
1884,5,if you love them... you love them... popchips
1885,4,Not bad
1886,1,"poor,poor packaging"
1887,3,partially good
1888,4,"Love these, good variety pack"
1889,5,Popchips Does It for Me
1890,5,Snack of the hour!
1891,2,My kids only liked one flavor!
1892,5,Pop Chips...Yummy!
1893,3,"Taste alright, but normal chips are better"
1894,5,Love it! so tasty!
1895,5,Pop Delicious
1896,3,Like slightly charred popcorn
1897,5,Yummie!
1898,5,Delicious!
1899,5,Very good!!
1900,2,overrated
1901,5,Not for everyone.. but I love it!
1902,4,Most flavors are very good
1903,4,Great idea
1904,5,"Healthy and Good, What?!?!"
1905,5,Healthy and Delicious!
1906,5,Pop chips 6-flavor variety
1907,5,The Best Snack Food!
1908,5,Soo GOOD!
1909,5,Too good to continue for long.
1910,5,Delicious
1911,5,The best Cheetos out there
1912,2,Found the solution on how to open it
1913,5,WORKS FOR ME AND SAVES ME $$$$
1914,5,This thing is great!
1915,3,A little hard to open
1916,2,"Great concept, poor product"
1917,2,"Too small, too hard to open"
1918,1,can't open
1919,2,"Great idea, such a pain to open and close"
1920,5,Keeps basil on the counter...cat proof!
1921,1,Save your money!
1922,3,"keeps herbs fresh, looks nice--awkward to use"
1923,3,Would be a great product....if it was easier to open
1924,2,"Works, but hard to open...Buy larger version instead of pod"
1925,2,"Sorry Oprah, not one of my 'favorite things'"
1926,2,Wilted hopes
1927,5,just works
1928,5,WONDERFUL!!  This is perfect and saves me a fortune
1929,5,Stylish Saver
1930,1,Caveat emptor! Disappointing
1931,1,this gadget just doesn't do the job.
1932,5,Works great!
1933,2,The Picture is Misleading
1934,5,I am buying more!
1935,1,Inside of can corroded
1936,1,Not Safe!
1937,1,Tastes like mushy pineapple
1938,1,"Rotten, spoiled taste and look!!"
1939,5,Great Option for Keeping Fruit at Work
1940,5,Great Dessert!
1941,3,tropical fruit
1942,5,Best canned fruit I have ever eatten
1943,3,Organic Fruit Review
1944,2,Okay but some weird flavors
1945,4,So much easier!
1946,5,"makes a quick,tasty martini"
1947,5,Dirty Martini Olive Juice
1948,4,A good dirty martini
1949,3,White Flecks?
1950,5,Love this!
1951,5,Better than the real stuff
1952,5,This is the stuff !!
1953,5,My husband loves his Dirty Martinis...
1954,5,Dirty Martini Olive Juice
1955,2,olive juice
1956,5,Great Dirty Matinis
1957,4,Dirty Martini
1958,1,Not really olive juice
1959,2,It's not worth it!
1960,5,Morton Sea Salt
1961,2,Hard to control the quantity.
1962,5,Great Cooking Oil !
1963,5,Yum
1964,5,More Than A Little Mint
1965,5,Absolutely wonderful
1966,5,Great to feed others!
1967,2,Sugar Bomb
1968,5,These candies are delightful
1969,5,"Great taste, less sodium"
1970,4,sea salt
1971,5,Nice condiment
1972,5,Great product.
1973,3,A taste that needs to be acquired...
1974,3,Pok Chops
1975,5,So yummy-wonderful inexpensive gift item!
1976,5,Totally delicious and delightful!
1977,5,Excellent service!
1978,5,Great starting pack!
1979,2,ddjj
1980,1,Some Variety
1981,1,Disappointing
1982,1,Disappointed!!
1983,2,20 of the 35 were decaf...Disapointed
1984,5,"Teeny, Tiny Little Treats, But Good For What They Are, A Healthy Reward For Following Commands"
1985,5,Great for training
1986,3,Just an FYI
1987,5,CAUTION!!!  ADDICTIVE CANDY&lt; VERY >
1988,4,Mmmmmmm....Sooo good!!!
1989,5,OUTSTANDING WERITHERS CANDY!!
1990,4,A close 2nd to the original hard candy
1991,3,"Good taste, way too hard."
1992,5,This is great stuff
1993,5,Best waffle mix I had in my life
1994,5,Stonewall Kitchen Pancake and Waffle Mix Is Grrrrrreat!!!
1995,4,Delicious but pricey.
1996,5,Great Waffles for us non-cooks
1997,5,Excellent Fluffy Pancakes.....
1998,4,Good Basic Mix
1999,4,"Good pancakes, lots of work"
2000,5,"waffles, schmaffles !!"
2001,5,Awesome
2002,4,Great tasting pancake  mix
2003,5,Stonewall Pancake Mix
2004,5,Delicious waffles!
2005,5,Great taste and great price! A+++
2006,1,Disappointed with my first farmhouse pancake
2007,2,Maybe it was just my batch?
2008,5,BEST PANCAKES OF MY LIFE
2009,4,pretty darn good but at an increased cost
2010,5,Best pancakes EVER!!
2011,5,I'm a believer
2012,5,Excellent
2013,4,A great backup from scratch
2014,5,We love Stonewall Kitchen
2015,5,Great Waffle's every time
2016,5,Perfect Waffles
2017,5,Deeeeelicious!
2018,5,Delicious waffles in minutes!
2019,5,Great Belgian waffle batter!
2020,5,Stonewall Kitchen pancake mix
2021,5,Farmhouse Waffle Mix
2022,5,Our favorite breakfast choice
2023,5,Stonewall Pancake and Waffle Mix
2024,5,Excellent choice for Belgian Waffles
2025,5,Great Waffle Mix
2026,4,Tasty mixture but
2027,5,Our Favorite
2028,5,Pancake Mix the best!
2029,3,Mouthful in Name Only
2030,5,great tasting pancakes and waffles
2031,5,Best Belgian Waffles in No Time!
2032,3,I love this pancake mix
2033,5,"Family  breakfast  (Grand Kids & Kids, 20 of us)"
2034,5,Delicious and Easy
2035,5,Scrumptious!
2036,5,BEST
2037,5,great stuff
2038,5,The best!
2039,4,YUM!
2040,5,yummmmmmmmmm!
2041,5,pancake/waffle mix
2042,5,The Best Waffle Mix
2043,5,The best waffle mix you can find!
2044,4,Not as sweet as other mixes
2045,5,Hands Down the Best Pancakes Ever
2046,5,best ever!
2047,4,Really good but expensive
2048,5,Banana recipe
2049,4,perfect for the weekend
2050,5,"Tasty, texture great"
2051,5,Best waffle mix ever!
2052,5,Yummy Yummy Yummy!!!
2053,5,Tasty pancakes - best mix we've ever tried...
2054,5,Best pancakes ever!
2055,5,Addicted
2056,5,Best Breakfast
2057,4,"Tasty pancakes, but a little flat"
2058,5,Crispy and soft all at once.
2059,4,Does wonders for one's popularity in the kitchen
2060,4,We love it.
2061,1,0 Stars if I could! YUK YUK YUK
2062,5,The best waffles
2063,3,Not So Great
2064,4,Good but not great
2065,5,"Delicious, makes a great gift"
2066,3,Nothing special for what you pay
2067,3,Just OK
2068,3,Mine taste better
2069,3,No better than Jiffy
2070,1,processed taste
2071,3,"Nice Pancakes, But Not As Simple As ""Just Add Water"" Mix."
2072,5,Delicious!  Very Yummy
2073,2,Not sure what the hype is ...
2074,5,our favorite pancake mix
2075,2,Not too impressed
2076,2,Price versus taste don't add up
2077,2,Confused...
2078,3,"good, reliable results, expensive"
2079,5,"Don't buy any other, this is the best!"
2080,1,Very unsatisfied!
2081,1,"Deceptive, more like a Christmas Sampler!"
2082,1,VERY Unsatisfied
2083,1,Not what I ordered.
2084,1,Extremely Disappointing
2085,3,Not all Summer?
2086,3,Recieved the Holiday Sampler with a Couple Summer Teas
2087,1,Worst Summer EVER
2088,1,Not Summer Items!
2089,2,Are these all the k cups that come out of other packages?
2090,4,Variety matches the (current) picture
2091,3,Ok if you need to figure out what you like
2092,4,kcup brewers pack 35
2093,4,"Received 2 iced coffee, 3 iced tea, 2 holiday coffee"
2094,4,Interesting assortment
2095,4,Very Good Flavor
2096,3,They should say just add milk....
2097,5,Delicious
2098,5,Great new GMO-free snack!
2099,5,Perfect Gift
2100,5,Excellent rice crackers
2101,5,Best crackers ever!
2102,5,Great for you
2103,5,YOU CAN'T EAT JUST ONE!
2104,5,Unavailable?!?!?
2105,5,Loved!
2106,4,Excellent non-gluten product
2107,4,Mmmmmmmmm
2108,5,Crisp and delicious / extreme price hike
2109,5,Rice
2110,5,"Very good product, especially for gluten and dairy free friends"
2111,5,crispy crackers w/o Gluten
2112,5,Excellent snack
2113,5,Great Snack
2114,1,Wrong product
2115,5,Cheaper from Penta.com
2116,5,Much Cheaper through Penta's Website
2117,1,wow this stuff is incredible!
2118,5,To wash my record collection
2119,5,rejuvenating water
2120,1,Don't waste your money
2121,3,Get's old too quickly!
2122,5,Best way to eat Sunflower seeds!
2123,5,Awesome Candy!!
2124,4,"Great product, poor packaging."
2125,5,I don't know what I'd do without this...
2126,5,We LOVE these
2127,5,Healthy snack
2128,5,Super healthy and Baby loves them
2129,5,"good taste, baby love it"
2130,2,My son does not like it...
2131,5,"Great in a pinch...portable, healthy"
2132,5,Yummy healthy snack we love
2133,5,Yummy!
2134,4,"Tastes good, lots of crumbs"
2135,5,Fantastic
2136,5,my son LOVES these
2137,5,great snacks
2138,3,Crush very easily (dust everywhere!) and they don't taste as good as Gerber
2139,5,Why I received only one?
2140,5,Very tasty - just the right amount of salt and fresh flavor!
2141,5,"Great invention, tasty, healthy"
2142,3,Not impressed
2143,5,Tasty and convenient!
2144,5,Great idea! Yummy product!
2145,5,Plum is the best!
2146,5,Love it
2147,5,Great for traveling or throwing in your diaper bag
2148,5,Would buy again
2149,5,Yum-Yum MishMash
2150,5,what an awesome idea!
2151,5,YUMMY and my son loves them!
2152,5,"Great for adults, too!"
2153,5,Great tasting Plum Tot
2154,5,My 7 month old daughter and 18month old twin niece and nephew love these
2155,5,great product/brilliant packaging!
2156,3,Glorified baby food
2157,5,Miam-Miam!!
2158,1,goji cacao & maca yuck
2159,5,These are amazing.
2160,1,Half-empty cans and greasy inconsistent ingredients
2161,3,unfilled cans
2162,1,Please Think Twice...
2163,5,Great
2164,5,My dog love this!
2165,5,We Love Grammy's!
2166,5,my rat terriers love this stuff
2167,5,MORE THAN A DOZEN STARS
2168,4,Gets my picky dog eating...
2169,5,More Grammy Pot Pie Please!!
2170,1,Was surprised with the layer of fat on top of contents.
2171,3,My Dog Loves This Food
2172,1,CAUTION/DENTED CANS
2173,5,Grammy's Pot Pie for Dogs - Dogs Love It!
2174,4,100 Calories BUT...
2175,5,Great tea.
2176,4,Tastes very good!!!
2177,5,Wu-yi is
2178,4,Fine Quality Tea!
2179,4,Found at the dollar store
2180,2,Not the same tea...
2181,5,"Nice flavor, great value!"
2182,4,Great oolong for the price
2183,5,love this tea!
2184,5,quality tea
2185,3,...eh
2186,2,Tea is okay... teabag isn't.
2187,5,Good 'ol Dubble Bubble Taste! :-)
2188,2,Tasty but...
2189,4,Satay Noodles
2190,1,Too oily and lacks flavor
2191,4,tatsy!
2192,4,Really Good
2193,4,pretty good stuff
2194,1,Flavorless Sludge
2195,4,"Surprisingly Flavorful, But Dine With A Friend"
2196,3,Not Real Peanut Satay
2197,4,"Mild Taste, But Delicious."
2198,5,Excellent taste
2199,5,Wonderful condiment
2200,5,Exotic Pantry Stuff - Pomegranate Molasses
2201,4,satisfied
2202,5,Great Find!
2203,5,I would recommend this product.
2204,5,Love it! I use it for so many things including my mother's secret recipe
2205,5,Don't use this in place of regular molasses!
2206,5,Excellent by itself or in hummus/baba ganoush
2207,4,Krinos Tahini
2208,5,Best Tahini I have ever had. And we buy a lot of it.
2209,5,Best Tahini I've had!
2210,5,Good hummus as a result!
2211,2,Bitter
2212,4,Nice!
2213,2,It's A Boy Bubble Gum
2214,1,Buble Gun Cigars......real cigars might have tasted better
2215,1,stale cigars
2216,5,Great Announcement for Non-smokers
2217,5,Fun for our daughter
2218,5,Everything Iv'e ordered so far.
2219,5,Best value for the genuine article IF you have PRIME
2220,1,CHEAP IMITATION - DO NOT BUY
2221,1,False advertising!
2222,1,False advertising!
2223,5,"Great Product, Awful Price"
2224,2,You don't get what you order
2225,1,Different product than the photo
2226,1,All 12 cans were terribly banged up and dented!
2227,3,"False and misleading product data, but they do taste good"
2228,4,love it except for the price
2229,1,BEWARE--NOT D.O.P. certified
2230,4,NOT DOP Certified! But Organic!
2231,1,Not DOP
2232,5,CENTO SAN MARZANO
2233,5,The best
2234,1,The picture shows dop and they are not
2235,2,damaged cans
2236,1,D.O.P? Not really....
2237,5,GREAT ITALIAN
2238,4,a little disappointing
2239,5,Cento  Time
2240,1,Damaged merchandise
2241,4,dented can
2242,5,Too Expensive
2243,3,Not sure what I got
2244,1,Dented cans
2245,5,Squism needs help!
2246,1,It's a shame to use so much corn syrup for babies!
2247,1,FIRST INGREDIENT IS CORN SYRUP!!!
2248,3,"Very useful with true Lactose Intolerance.  Be aware, this is mostly sugar, NOT made from milk."
2249,5,Reduced spit-up and a happier baby!
2250,1,This formula is terrible!
2251,5,Similac Sensitive
2252,2,Solves Colic Within One Day - But It's Corn Syrup-Based
2253,5,Costco B&M has it for $0.81/fl oz!!! Way cheaper.
2254,3,Worked well but had added sugar
2255,5,Great For Cakes
2256,1,Don't buy this product unless you are looking for shredded coconut
2257,1,Little Flavor
2258,4,Excellent service from vendor!!!
2259,2,Disappointing
2260,4,Great little conversation piece.
2261,1,Dispenser too small
2262,4,Por Kwan Chilli Paste w/ Sweet Basil Leaves Hits the Spot in Vegetarian Dishes
2263,5,Great to keep on hand for desserts!
2264,4,Good for cravings
2265,5,A wonderful dessert
2266,5,Excellent base mix
2267,4,pudding
2268,5,woof woof
2269,5,Good stuff.
2270,5,Dogs Love it!
2271,5,Wonderful fudge
2272,5,Extraordinary!
2273,5,Amazing! Worth every penny!
2274,5,Amazing Tea - My Favorite
2275,5,Delicious tea!
2276,5,Totally delicious
2277,5,Delicious tea with a great aftertaste
2278,5,Love it.
2279,5,Favorite Tea
2280,5,Great Spicy taste with hint of sweet
2281,5,Most delicious tea
2282,5,Excellent!
2283,5,Excellent tea
2284,5,A beautiful experience
2285,5,Just Mmmmmmmmmm
2286,5,Taste good
2287,3,Watch out for the FAT!
2288,5,Top quality Salsa
2289,5,The best healthy muffin
2290,5,"Delicious, nutrient-packed, fast--"
2291,3,The Muffin Tops Are Better
2292,2,Not a corn muffin for a Cornhusker
2293,5,spray mix
2294,4,its not what im used to...but hey its dietetic and healthy
2295,1,Avoid This Seloler
2296,2,Below standard
2297,5,WOW!  What a Deal!!
2298,3,"Rishi Tea Loose Leaf Tea Bags, 100-count (Pack of 6)"
2299,5,Rishi Tea Loose Leaf Tea Bags
2300,1,SKIMPY for the price charged!!  Shocked!
2301,5,Scrumptious!
2302,5,Good Stuff
2303,5,Charlee Bears
2304,5,I feel good about giving these treats to my pups
2305,5,Great low calorie treat for overweight dogs or for training treats!
2306,5,The Best Training Treat
2307,5,These are amazing!
2308,5,Great Low Calorie Training Treats
2309,2,Dog Treats
2310,2,Below standard
2311,5,Marathon Runner
2312,5,Good Stuff
2313,4,Really like it.
2314,5,Great for running recovery
2315,5,You bet your life!
2316,5,Truly concentrated juice
2317,4,Cheaper than other brands
2318,5,Delicious tart cherry concentrate
2319,5,Helps with sore joints and muscles
2320,4,tart cherry concentrate
2321,5,Excellent
2322,4,tastes like fresh cherries
2323,2,Does NOT Put me to sleep!!
2324,2,Below standard
2325,5,My favorite crackers
2326,5,The best tasking crackers ever.
2327,5,SKYFLAKES
2328,5,"Exactly what I ordered, plain and simple"
2329,4,Classic Candy
2330,5,"Mmm, Fresh Candy"
2331,5,Gotta love Wonka
2332,5,great product at a great price
2333,5,Excellent
2334,5,Excellent
2335,5,Chocolate Italian kisses - need I say more?
2336,2,Incorrect packaging
2337,5,"Baci's are pure heaven - great gift, stocking stuffer!"
2338,5,Yum-o
2339,5,What a treat
2340,4,"Great, healthy dog food for dogs with food allergies"
2341,5,Great for an allergy dog
2342,5,I got the wrong food but dog ate it up
2343,4,Great for Dogs that Chew their Food
2344,5,JJA
2345,5,"Great alternative to ""science diet"" allegry diets"
2346,5,Best dog food--no ear infections
2347,5,quality comes at high price
2348,5,The best pizza I have ever had!
2349,4,Pretty Good Dough
2350,5,Yum!
2351,5,Love it!
2352,5,CHRISTMAS CANADIES
2353,5,Love These!!
2354,5,Great to be able to get this again
2355,4,YUMMY Indian DHALL
2356,5,Yellow split peas
2357,2,"No caf, but no taste, either"
2358,5,Great value
2359,5,Happiness In A Deep Dark Cup
2360,5,Finally! Something good from Gevalia
2361,5,Gevalia Melange Maison Corse
2362,4,good coffee - brews hot
2363,5,This is THE Verona replacement
2364,5,"Great coffee, possibly the best for tassimo"
2365,5,Great coffee
2366,4,good but pricy
2367,5,Aunt Gussie's Pecan Meltaways
2368,5,Absolutely loved them!!!
2369,3,"tasty, but stale (hard)"
2370,4,"Good dessert for someone gluten sensitive, dairy sensitive and diabetic"
2371,1,A box of stale crumbs
2372,1,Aunt Gussies Highfat Cookies
2373,5,Just Great
2374,5,Hippy Eucharist!
2375,4,Chewy and Satisfying
2376,3,Ehh
2377,4,Great cookies - TERRIBLE PRICE
2378,4,Good but not great
2379,5,Best Healthy Cookie I've Ever Tasted!! Pretty sweet!!!!
2380,5,"Nice, Big Pieces & Big Almond Flavor"
2381,5,New Favorite Dark K-Cup
2382,5,Oooh. I like this!
2383,5,Great Coffee
2384,5,Amazed
2385,5,Yummy!
2386,5,Caribou Coffee/Strong!
2387,5,The Best Coffee for Depression and Lifting up Your Mood
2388,5,Most Cozy flavor I have tried.
2389,5,Wonderful dark coffee
2390,5,the best k-cup
2391,5,This is good coffee
2392,5,Good Bold Coffee
2393,4,nice flavor
2394,4,Delicious
2395,4,Wake Up Call
2396,5,rich and delicious
2397,5,Like it but hard to find
2398,5,First impression: chocolate
2399,5,"Caribou Coffee, Mahogany"
2400,5,My favorite
2401,5,Love it!
2402,4,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...
2403,4,Not like fresh but gettin better!
2404,5,Caribou Mahogany
2405,5,down to almost none ....
2406,5,Coffee is good; name is good....
2407,2,burnt toast
2408,5,Love Caribou!
2409,5,yum
2410,5,great coffee
2411,5,Great tasting coffee
2412,5,Best Caribou
2413,5,Great coffee
2414,4,Yummy coffee
2415,5,Excellent coffee!
2416,5,Great coffee
2417,5,Fantastic Stuff !!!
2418,5,Great Coffee!
2419,3,Nice smooth flavor - but not strong enough for me
2420,5,Best K-Cup to Date
2421,4,Caibou mahogany-k-cup
2422,4,"Excellent presence, not too smokey, smooth finish."
2423,5,Best overall coffee
2424,5,MY FAVE
2425,5,Bold K-cups coffee
2426,5,coffee lovers
2427,5,We love this coffee.
2428,4,A bit too strong for me
2429,3,not my cup of coffee
2430,4,Nice balanced taste
2431,4,Great taste. Not bitter.
2432,5,caribou
2433,5,Mahogany k cups
2434,5,Lives up to its appealing name
2435,5,Yum
2436,5,Great simple coffee
2437,5,I love Caribou Mahogany!
2438,5,"Mellow, full bodied"
2439,5,SMOOOOTH!
2440,5,Best K-cup out there.
2441,5,Really excellent
2442,5,Caribou Coffee's Mahogany Review
2443,3,Good coffee
2444,1,Disapointed
2445,3,Full bodied but bitter
2446,5,Best coffee
2447,5,Best coffee ever
2448,4,Smooth But Flat
2449,1,Didn't like it
2450,5,Sweet but not too sweet!
2451,5,O.N.E. Coconut Water with a Splash of Pineapple
2452,5,"If you're looking for something a little more ""Pina Colada"" this is it"
2453,3,BEWARE...INGREDIENTS HAVE CHANGED
2454,1,New formulation for 10/2012 is not good at all!
2455,5,Delicious and refreshing
2456,5,LOVE THIS STUFF
2457,5,"great taste, not too sweet, very refreshing."
2458,5,O.N.E. Coconut Water!
2459,5,Very tasty
2460,5,THE BEST drink on earth!!!!!!!
2461,4,Not a sports drink
2462,5,Amazing (even if it is trendy)
2463,5,Good Taste but Not for Everyone
2464,2,why add sugar?
2465,5,Coconut Water
2466,5,"Lots of flavor, but not too sweet"
2467,2,Terrible flavor
2468,5,This stuff is delicious
2469,5,Really a GOOD product!
2470,5,Best ever!
2471,3,Definitely Pineapple
2472,3,Coconut Water w/a Splash of Pineapple
2473,3,Plain is better
2474,1,Bleh... cane juice is 3rd on ingred. list.
2475,2,"Maybe I just don't ""get it"" ..."
2476,4,If You REALLY Like Sweet...
2477,4,Tasty.
2478,3,"Smaller-than-usual package size, overly-sweet taste"
2479,3,Not what I expected!  Interesting taste
2480,3,Not as healthy as you would think
2481,2,Just didn't taste good to me
2482,2,Bland
2483,2,Needs a bigger splash
2484,2,Pineapple flavored coconut water from Indonesia... there's something we really need!
2485,5,The prime rib of beef jerky!
2486,5,"Healthy Alternative to Kibble, Canned or Raw Diets"
2487,5,This food is not unbalanced.
2488,5,Great food
2489,5,GREAT food
2490,4,Great product if you are willing to do the work
2491,5,Otto likes it!
2492,5,picky puppy...
2493,4,Sojos original
2494,1,Caution - poorly balanced nutrition!
2495,5,My Dogs are Wild About These Treats!
2496,3,IT'S OK FOR SOMETHING DIFFERENT
2497,4,Decent Light Roast Organic
2498,5,Just like the restaurant!
2499,5,"Authentic taste, easy to prepare!"
2500,5,"Good value, good taste"
2501,2,theres better curry paste out there
2502,5,Diet Peach  Snapple Delivered Safely & Quickly
2503,5,"""Yep--it's a diet !!!"""
2504,5,Good quality for a good price.
2505,4,good stuff!
2506,5,Highest in protein
2507,5,Yummy
2508,5,Mrs. May's Pumpkin Crunch  is terrific
2509,5,Tasty and Light
2510,5,good snack for everyone
2511,5,I Want More!
2512,5,Addictive
2513,5,yum
2514,5,Tasty
2515,5,goody good
2516,5,Combo Rose Food/Systemic Insecticide
2517,5,Easy Rose Care and great product
2518,5,Excellent Product
2519,1,"Misleading product!!! If you want no bees, then use it."
2520,3,Good for the leaves not for the Flowers
2521,5,A Must for the Gardener
2522,1,Avoid like the plague---contains product killing honeybees
2523,5,Fisher Pecan Chips
2524,5,hot mustard
2525,5,Thomy Mustard Maniac
2526,5,Thomy Scharfer Senf
2527,5,Ummm Ummm Good...
2528,5,Best. Mustard. Ever.
2529,5,Hot
2530,5,Super mustard
2531,5,Wonderful!
2532,5,Delicious low cal treat
2533,5,"Awesome fresh tasting Lobster Soup. Perfect just out of can, heat an serve."
2534,2,Tastes ok but has bits of shells
2535,3,Unlisted ingredient of Baxter Lobster Bisque
2536,2,Too watery
2537,4,Baxter's canned soups rule!
2538,3,It's good for canned soup.
2539,1,"Disgusting, nasty, inedible"
2540,4,Pretty Good
2541,1,ugh
2542,3,I've had worse but I've had better too.
2543,2,As far as canned soups go
2544,1,Bad tasting soup
2545,3,Lobster Tomalley=health risk
2546,5,"Lovely seeds for your cereal, baking or yogurt"
2547,5,The best flaxseeds I've ever had
2548,5,Fiber packed and nutrient rich
2549,5,Great source for omega3's!
2550,5,Organic Golden i
2551,5,Good product
2552,5,Great on Conflakes
2553,5,good in almost anything
2554,5,So good for you!!
2555,5,Healthy Goodness
2556,5,Great stuff
2557,5,Very happy with this purchase!
2558,5,Great Flaxseed and Delivery Service
2559,5,Very healthy!
2560,3,It would be a 5 if it weren't for the rocks.
2561,5,red mill did it again
2562,5,They're Good Seeds.
2563,2,good seeds but gravel bits
2564,5,A must have for healthy life
2565,5,good stuff
2566,5,Excellent Quality!
2567,5,Bob's Red Mill Organic Golden Flaxseed
2568,3,a little expensive
2569,4,"flax seed, recommended brand"
2570,5,the product itself is fine...
2571,4,It's bird seed.
2572,2,"Tastes great but pkg says ""Made in China"" so I won't buy it again"
2573,1,"""Health food"" from China? Doubtful"
2574,5,Delicious
2575,5,Great Taste without High Fructose Corn Syrup!
2576,1,What is the carbon footprint of this product?
2577,5,Fantastic!
2578,5,Product not made in China!
2579,5,The Best of the Best nut cluster snacks I've ever had
2580,5,Mrs. Mays almond crunch
2581,4,But quality seems to be slipping
2582,5,DELICIOUS!
2583,4,Sweet & nutty
2584,4,"Made in China, but I still enjoy it"
2585,1,Made in China?!
2586,5,great snack
2587,5,Mrs Mays Anonymous
2588,5,Love Mrs. May's Products
2589,5,"Delicious, addictive and healthy too!"
2590,5,Delicious healthy snack
2591,5,They're So Good They Evaporate
2592,1,This product is made in China
2593,5,Love the nut!!
2594,5,Great Almond Crunch!!
2595,1,Great taste - but honestly what goes inside ?  read on ...
2596,5,quality
2597,5,Mrs. May's Almonds make my days!
2598,3,lacey
2599,5,Best flavor!
2600,5,Perfect gift with a touch of the Southwest
2601,3,It is okay
2602,5,Italy's best pasta and its organic
2603,5,Noticablely tastey!
2604,5,Wow. Excellent.
2605,5,Tastes just like it was home made.
2606,4,Good
2607,5,"What can you say, there chiclets"
2608,5,Chiclets--Fond memories and a taste of the past--fresh as new!
2609,5,"Finally, an affordable, delicious green tea powder"
2610,5,great alternative to bottled green tea
2611,4,nice substitute for soda or sugary tea
2612,5,Flavorful and refreshing
2613,5,Very Reasonably Priced and Delicious
2614,4,lots of uses for this green tea...
2615,2,Crushed up leaves!
2616,5,My Experience
2617,5,VERY CONVIENENT!
2618,3,Handy but not to tasty
2619,4,Stash Instant Green Tea
2620,2,Stash Premium Mint Green Iced Tea Powder
2621,1,No Flavor - Not Authentic
2622,5,Good tea
2623,5,Stash Green Tea Powder
2624,5,Love it!
2625,4,For ginger fans
2626,5,Great for on the go!  Makes water a little less boring!
2627,5,Great health benefits
2628,5,Good for on the go
2629,4,"Good tea taste, not sweet"
2630,5,Tastes GREAT!!
2631,2,Way too weak for my tastes
2632,4,"Mild taste, easy to mix, will buy again"
2633,3,Trying this product for the first time
2634,5,got me off the diet soda
2635,5,Nice Green Iced Tea Beverage
2636,5,"YUM....Yum, Yum!!!!"
2637,2,Way too weak for my tastes
2638,4,Mom of 5
2639,5,Best Instant Green Tea Ever
2640,2,Not for Me
2641,5,ice tea
2642,5,Great tea
2643,5,Great tasting and easy to use
2644,5,Perfect summer tea
2645,3,Just had a glass today
2646,1,Doesn't have taste...
2647,2,"Of al the Stash iced teas this is the best, and it is still not all that good"
2648,2,way too weak for my tastes
2649,1,Awful
2650,3,Makes great drinks but you have to use a lot!
2651,3,Not bad.  A bit light.
2652,5,Great product!
2653,5,First time purchaser!
2654,4,quality lightly sweetened green tea powder
2655,5,"not too sweet, not too strong, just right"
2656,4,Great pick me up on the go - hot or cold!
2657,5,Good stuff
2658,5,Wonderfully refreshing drink
